id,director
103924,dorothy davenport
1010138,melville shyer
63904,rockne s. o'bannon
112813,eric crosland
590724,dave mossop
87851,ineke houtman
25622,yoshikazu yasuhiko
140457,dieudonné m'bala m'bala
221944,katie aselton
930648,robert resnikoff
84439,julien leclercq
1403494,jonathan a. rosenbaum
1066374,julio bracho
1100043,john e. hudgens
85013,stéphane giusti
225148,brett simmons
108446,brett whitcomb
99979,servando gonzález
1120003,alekos sakellarios
439915,michelle danner
573808,scott w. mckinlay
1138163,stacie passon
563577,fernando barreda luna
6899,steven bernstein
147210,russell solberg
567317,jeremy borash
1169005,emanuel hoss-desmarais
145484,atıl inaç
142138,sonny laguna
1038659,andrew dosunmu
87378,ayan mukherjee
1130331,marion cajori
1130354,amei wallach
1036805,aris chatzistefanou
132239,babak najafi
567120,davy rothbart
1156209,andrew cohn
18957,harald philipp
1092607,benjamin renner
140229,mehdi ben attia
545583,georges perec
1075844,bernard queysanne
1169462,joel allen schroeder
1080880,johnny hickey
542659,amir shervan
138865,hisayasu satô
586137,martial fougeron
1191051,blair erickson
1107980,ben nott
73624,giorgio stegani
979773,daniele anastasion
1668454,eric strauss
1115066,molly bernstein
1203441,jason o'malley
66807,rupert hitzig
1184820,les rose
1208424,junji shimizu
1062401,ken'ichi takeshita
131280,ronald v. ashcroft
1288624,geoff moore
1288625,david posamentier
567084,neil mackay
1085342,michealene cristini risley
1038590,joaquim leitão
529184,navot papushado
529185,aharon keshales
1145841,ramon zürcher
1386748,emily kunstler
1386749,sarah kunstler
133856,daniel millican
221722,david lambert
143510,bavo defurne
583433,erich hörtnagl
1040919,eddy matalon
84978,joe tornatore
67783,gary rosen
72712,patrik syversen
75228,ivan kral
592609,benjamin cantu
1071587,pin-chuan kao
933277,aitor merino
1058959,amaya merino
76809,reynaldo rodriguez
1217398,william d. russell
1535450,edward goodman
1106029,elie wajeman
93529,yam laranas
939155,charles de lauzirika
930567,enrico casarosa
1107439,dan mirvish
21171,gérard jugnot
1578934,sami kettunen
573295,axel slangus
142696,jean-françois davy
65392,bryan goluboff
14878,harry horner
226117,alexandre coffre
35269,dick sebast
585953,carsten myllerup
1274462,gregorio rocha
70900,janet chun
53978,subhash ghai
123248,jørgen lerdam
148010,pekka lehtosaari
1038508,grover babcock
1038509,blue hadaegh
142267,robert barrett
1519044,michael webber
1161200,gilles peso
1113696,ian roumain
572364,michael schwartz
41878,pascal légitimus
563882,craig clyde
5575,akiva goldsman
1037297,herschel faber
937570,douglas buck
66228,karim hussain
1490976,curtis bowers
552212,julian schlossberg
554394,danny goldberg
1189511,anthony potenza
124001,hua shan
1170437,erin davies
128522,emmanuel itier
1542016,miranda bowen
78226,david charhon
59419,scott lew
128193,lance w. dreesen
1486660,paul andresen
943403,harry baweja
111836,nick ryan
43231,paul blackthorne
1685028,hajime tsuburaya
135754,cláudio torres
1285197,rob pearlstein
230652,ryuta tazaki
1519165,jan-willem breure
650544,brian hill
147207,corey michael eubanks
4167,harry w. gerstad
239033,paul grimault
20074,philippe godeau
99070,donna davies
140617,ezra edelman
220997,james griffiths
835926,terence nance
123552,yi'nan diao
1673684,trevor white
583932,jared cohn
32535,jim capobianco
1236458,ronnie del carmen
93237,björn runge
63008,reg traviss
1081555,martin lund
37513,iván zulueta
549353,sylvain estibal
63728,johnny e. jensen
1085897,juan carlos maneglia
1085898,tana schémbori
147040,nicolas cuche
1167069,anthony marciano
1211000,tom gormican
119335,ataru oikawa
1179494,michael taverna
1071740,urban gad
175873,cheryl dunn
82813,david molina
82815,terry shakespeare
1272345,anna frances ewert
1204338,rob meltzer
932086,ignacio ferreras
21394,gerry lively
132059,minoru kawasaki
1065400,penny woolcock
1140476,dylan mohan gray
1336731,joung yumi
230542,ivan sen
1065336,melville w. brown
474866,mark baldo
18330,rob cowan
935267,j.c. khoury
90259,yoshiharu ashino
90261,vladimir zhelezniakov
90251,aljosha klimov
1184250,mark levinson
1331717,rasmus tirzitis
1050044,enrique buchichio
582527,eric england
1277050,david grovic
14268,massimo dallamano
85585,abhishek kapoor
139686,john puglisi
1284099,gillian robespierre
84697,e.l. katz
932661,reese eveneshen
966188,sarah siegel-magness
1208178,zack keller
1208179,ed skudder
1021423,scott di lalla
1274287,zack coffman
1086497,jo sung-hee
967600,nicolas bary
54796,chris brinker
929727,marcelo galvão
935896,fernando grostein andrade
30942,william a. levey
507164,joel kapity
1076629,anthony baxter
1224425,rob thomas
509442,yuya ishii
253463,robert martin carroll
23532,jason bateman
235820,christopher spencer
186483,giles walker
947592,todd ahlberg
73941,gilles legrand
934994,tengiz abuladze
933735,roberto santucci
1262719,julia rezende
1185620,andré pellenz
150955,jason hewitt
102355,diederik van rooijen
1026671,mark von sternberg
84496,josh cooley
1068048,arnaud des pallières
1474057,matt weston
1284981,edgar barens
291406,olaf kreinsen
590909,otto jongerius
432,phedon papamichael
141030,frank sabatella
68913,terence h. winkless
1162993,julien abraham
1309787,travis long
124902,kenji uchida
585687,atsushi takeuchi
1211654,james rasin
1262197,peter lepeniotis
1297123,kenichi shimizu
232718,thierry ragobert
1186088,marguerite abouet
1186089,clement oubrerie
147792,peter svatek
1295321,kristian manchester
1207968,andrew robinson
235932,alain gomis
127494,louise archambault
1069303,jim taihuttu
1323492,katsuhiko taguchi
1156203,tom berninger
1269290,joanna arnow
1157065,ramona s. diaz
556039,celine danhier
43673,tom reeve
567249,andré farwagi
82109,greg watkins
1150804,chinonye chukwu
992600,amy grappell
1445703,karen skloss
1445704,carlyn hudson
87673,beth mccarthy-miller
76818,nicolas charlet
76819,bruno lavaine
1169680,thomas bradford
190734,masashi yamamoto
936974,rebecca thomas
928146,david wnendt
1264323,sean gerowin
1181917,john watkin
113609,pascal bourdiaux
79964,gregg godfrey
96087,jeremy rawle
1108200,ted koland
84437,gabriela tagliavini
1211216,caradog w. james
1281576,tony stark
141513,david ren
1211097,nate taylor
1037374,nina conti
139150,amy seimetz
1151343,anthony lucas
1162041,william dickerson
129640,bob badway
129641,michael emanuel
201932,alan zweig
1190262,mikhail romm
1154320,todd burrows
568092,christopher folino
123480,patrick mcbrearty
1128088,leni sinclair
1128089,cary loren
973668,nancy buirski
937092,flávio frederico
1065737,ron morales
96411,claude whatham
204553,ethan spaulding
19713,c. courtney joyner
126162,richard hankin
1168202,david turnley
1084991,till schauder
1081557,gilbert gunn
153245,james v. kern
41139,tracy keenan wynn
23841,david lister
233211,satoshi isaka
569301,bobby boermans
69310,ricardo darín
989512,martín hodara
1103683,justin weinstein
28369,manfred stelzer
238679,brin hill
93922,jeff celentano
149929,etienne périer
559,wally pfister
1149583,bj mcdonnell
1477275,robert carl cohen
220956,pedro pablo ibarra
1277227,jane cusumano
71849,lynne southerland
1299390,jin shan
104776,zak bagans
104777,nick groff
996684,tim coleman
996685,boris zubov
1277345,james fox
583203,tomoyuki takimoto
1200308,neto villalobos
1083501,gustavo lipsztein
1860277,arthur sinclair
928490,camille delamarre
1188111,frank laughlin
933164,faruk aksoy
1150763,kim mordaunt
1287446,michael mayer
989687,jordan galland
585135,george nichols jr.
1088940,penny panayotopoulou
1373892,giorgos georgopoulos
114953,géraldine nakache
130663,hervé mimran
1106991,jim cliffe
1211636,james cullen bressack
71781,ben wright
1542453,akira miwa
1594345,nagayoshi akasaka
99116,ted v. mikels
148678,brett donowho
1281377,tao lin
1281378,megan boyle
110054,fredrik edfeldt
142521,jan hryniak
586258,med hondo
550482,charles eames
550483,ray eames
1160056,matt orlando
518226,steve moore
1054380,ryan lee driscoll
1183431,alexandra lescaze
950853,samantha grant
1172231,frank pavich
20056,keith allen
86521,marc clebanoff
1193597,amma asante
1710990,vassiliki khonsari
41159,ferdinando baldi
1032109,sean donnelly
3085,james caan
844266,jon erwin
1039201,sam fischer
1086353,matías piñeiro
102303,emilio gómez muriel
938625,hajrudin krvavac
1193602,gia coppola
1199644,ahmed el maanouni
1106092,malcolm clarke
1296020,patrick viersen brown
100768,jon hall
94756,joona tena
80704,shintarô katsu
131565,nat hiken
1288697,carlos marques-marcet
1194748,derek lee
1194749,clif prowse
1140286,travis mathews
1140221,david andalman
1004015,derek cole
1045533,juan lópez moctezuma
1276671,rob kuhns
1211413,d. channsin berry
1207963,ernesto martín
1288727,jen mcgowan
1341911,brent hodge
1152054,josh greenbaum
1152047,lotfy nathan
1032536,robert stromberg
56960,hossein amini
182636,jordan rubin
1311644,luciano saber
1174924,adam rogers
130266,douglas horn
1304372,constantina voulgaris
111416,richard l. bare
1075144,sam hoare
170115,michael switzer
153298,roger kay
107756,christina yao
1531885,jason m. fitzpatrick
1531886,ric serena
935834,matt mahurin
86715,christian t. petersen
1294862,michael doneger
1140473,shaul schwarz
51679,john ridley
587967,simon davidson
1001976,christopher hatton
195781,mark harris
1486097,irv drasnin
50584,joe piscatella
1106201,dheeraj akolkar
41644,assi dayan
35407,dimitri buchowetzki
585659,mark mori
296085,james kirkwood
1073157,hong khaou
216366,josh c. waller
1206151,shawn sourgose
239865,toshiyuki hiruma
1207661,hélène giraud
1254045,thomas szabo
150605,edmond t. gréville
1184369,francisco franco
1093252,leopold jessner
1043404,michael roemer
1285798,ben cotner
797712,denis hennelly
1264975,darren paul fisher
1263877,jorge dorado
929510,gregory kohn
19975,michael rosenbaum
1162038,lawrie brewster
95476,connie stevens
155268,thomas carr
1004921,patrick hasson
1290124,juan carlos saizarbitoria
101374,gustav machatý
935093,muriel coulin
935094,delphine coulin
1160620,doug hamilton
19154,daniel gillies
1144092,matt johnson
3074,alan cooke
16412,william conrad
235876,andrey smirnov
551888,george schlatter
567736,marcel rasquin
1276944,charlie paul
544644,mac carter
94229,glenn gaylord
1295284,martin persson
935911,evan kelly
129074,francesco maselli
7770,lou lombardo
933320,eldar rapaport
965031,charlie siskel
1271317,john maloof
150040,brice mack
124334,stanley m. brooks
230166,ivan frank
1097147,dag johan haugerud
84040,tim hamilton
1158672,nana ekvtimishvili
30370,simon groß
100388,naomi foner gyllenhaal
1389407,mickalene thomas
3124,valeria golino
210053,roberts gannaway
146947,godfrey grayson
440767,chiemi karasawa
100921,david attwood
84354,gareth maxwell roberts
567622,david murphy
170494,ben kellett
224530,eric kissack
1168864,jason osder
170820,ben falcone
593019,kundan shah
21373,john alan simon
24298,gérard blain
81495,keiichi hara
164554,jennifer kent
1336291,rachel mills
589922,hiroshi ando
1044734,jeong-kuk lee
85894,mahesh bhatt
1223595,kenn macrae
194276,paul osborne
30074,burt brinckerhoff
229765,mariano ozores
1287486,søren balle
38595,michele massimo tarantini
126765,anubhav sinha
206041,kurando mitsutake
96362,david oliveras
1285876,chapman way
1285877,maclain way
1031752,cameron casey
29317,r.g. springsteen
1194907,alexandros avranas
85767,david kramarsky
253245,bethel buckalew
143966,joan carr-wiggin
111205,garrett batty
574848,tim wolochatiuk
5665,dan beers
128148,ed hunt
1040405,thomas s. alderman
586081,edo tagliavini
98190,timo rose
98202,andreas schnaas
1305948,noel tan
1045486,jean painlevé
50125,rainer erler
195507,james erskine
1344382,danny mccullough
1272412,nathan clarke
115372,ralph smart
111462,d. ross lederman
205402,justin meeks
995566,duane graves
1180652,jeremy m. inman
127787,ali zafar
88800,mohit suri
23217,aubrey powell
1288290,sophia turkiewicz
1677570,frank piasechi poulsen
1145328,daniel patrick carbone
1154273,sara st. onge
28136,pier giuseppe murgia
1059013,kenny young
557798,marc erlbaum
131349,ryan combs
1056316,anton king
93079,león klimovsky
1039469,giulio paradisi
1200565,john butler
28791,laurent bénégui
114813,gustavo cova
97864,richard gabai
1136502,kat candler
1101410,dave green
1129451,georg maas
1151864,jillian schlesinger
1306936,kate logan
1278722,trish sie
98164,bruno vesota
1331772,jeremy snead
1141886,christopher riley
133185,henri cartier-bresson
932635,herbert kline
197925,david engelbach
24909,andré cayatte
17884,jeff baena
1050755,james savoca
151839,seymour robbie
75960,matthew saville
152214,john dower
61985,olivier baroux
666935,barry avrich
87894,won shin-yeon
1138433,armen evrensel
1197213,allison berg
1197214,françois keraudren
1062048,frank powell
1140588,jason dasilva
1288796,gerard johnstone
1001073,jean-christophe lie
585169,didier tronchet
568422,stanley a. long
1493236,jeremy grant
295305,peter carter
1284498,zachary donohue
1305363,talya lavie
1079597,jay gammill
562206,richie mehta
1376037,natalia meta
1290853,ron chapman
90818,john v. soto
1167487,jenée lamarque
1352991,andrew loo
938841,stephen fell
938842,will thompson
1062421,c.w. cressler
548480,mark lewis
941424,jeanne jordan
1227046,steven ascher
45595,i. robert levy
52444,diablo cody
1061601,niko von glasow
1079373,brad bernstein
143817,john flansburgh
40048,burt topper
1051974,igor kalenov
1178401,ask hasselbalch
1080806,mark mann
73235,frédéric schoendoerffer
19639,andré hunebelle
84739,damon beesley
84740,iain morris
1151647,james kondelik
54510,duane adler
4358,charles lederer
1284493,r.j. cutler
1061603,kevin dunn
245248,jack lee
560765,andrea blaugrund
72609,hisao kurosawa
1279053,fu shen
1310498,ivan kavanagh
585990,ela thier
928757,axel petersén
1258748,joe halderman
1037992,zack parker
1187819,matthew weiner
938142,john feldman
82655,tolga örnek
1302082,david f. sandberg
224799,t.l.p. swicegood
1596776,michael evans
1356069,james b. brown
1356070,george c. stoney
89785,ron ormond
146439,james ward byrkit
1157086,rob meyer
1406330,juhn jai-hong
1191336,sebastian del amo
59290,grégory levasseur
223277,kate davis
982449,franco sacchi
1094739,syllas tzoumerkas
48303,mike eschmann
82226,charlie mcdowell
91601,matt bissonnette
1034314,marco van geffen
1170664,drew tobia
1195181,cody calahan
28579,leopold grün
932223,erez laufer
1181022,zach lipovsky
1006372,jennifer m. kroot
221727,james d. rolfe
212980,kevin finn
1227826,paul annett
209975,paul stekler
1110926,louis alvarez
1156073,andy kolker
1156074,peter odabashian
151399,harvey hart
1074445,peter w. kunhardt
87407,walter doniger
114863,chandler tuttle
1361873,david lipke
1361874,chris terry
148571,robert emmett tansey
95255,davis doi
567183,larry houston
1273101,talal derki
1368782,john wellington ennis
1343882,james manera
1046127,jason stone
1061135,peter engert
1290265,leigh janiak
21134,john slattery
589229,alan polsky
589230,gabe polsky
1282310,iain forsyth
1282311,jane pollard
550121,jeremiah zagar
1167461,branden chambers
1167462,eric d. chambers
303056,craig johnson
1041674,keiichi sato
1151366,jimmy screamerclauz
31022,marv newland
1293597,no deok
97524,aaron rose
1068120,eric schwartz
1179066,wes ball
1279781,peter sattler
150434,erich weiss
224452,gianfranco rosi
129926,john junkerman
587621,александр зельдович
210550,kilian riedhof
970446,masakazu higuchi
970445,chinami namba
940627,daniel geller
950745,dayna goldfine
21960,israel horovitz
1305369,johanna hamilton
1442862,josef steiff
1079336,skip gerson
1200541,yuval adler
1281344,stuart murdoch
1349268,sara dosa
1232361,andy hamilton
1187306,saul gilbert
1187307,ruth michelly
1367973,ben wagner
154383,jerry buteyn
173633,larry parr
17304,adrian pasdar
151682,harry falk
1032558,paul krasny
1081497,shin tae-ra
170497,norman lear
56268,todd alcott
168349,shane dawson
286679,adam ripp
931211,alice rohrwacher
1321451,jonas alexander arnby
1152981,graham annable
49730,larry brand
1169073,nicholas d. wrathall
1203848,gabe klinger
1179649,bruno irizarry
1063342,philippe caza
224783,arne skouen
1032520,erik løchen
224788,rasmus breistein
1400252,aarón fernández lesur
1041621,brandon christopher
1162334,scott mactavish
147112,marco martins
1036207,frank simeone
1078784,john chapman
131846,claudia myers
101590,ciro ippolito
136802,marek najbrt
142646,juno mak
1285812,jesse moss
1267351,myroslav slaboshpytskyi
1200534,sarah spillane
29795,jack plotnick
565250,joe brewster
1140437,michèle stephenson
54991,göran graffman
46644,erwin c. dietrich
89275,massimo pupillo
1368144,max nichols
104908,lloyd a. simandl
1167470,gary shore
936151,paul magwood
1016135,poull brien
34968,douglas curtis
198201,larry stewart
144209,krsto papić
1137410,matej minac
558177,jonathan newman
1301672,robert hessens
1164736,steve stone
173190,ron daniels
43890,brent shields
936853,kevin speckmaier
1134291,elli vuorinen
1134292,jasmiini ottelin
1134293,pinja partanen
1170106,anthony chen
1186851,stéphane berla
1186852,mathias malzieu
1284978,jason cohen
1364789,xavier picard
1364790,hanna hemilä
121150,paul landres
1081524,frans zwartjes
550481,jérémy clapin
228708,manuel sicilia
236337,javier recio garcia
1048342,run wrake
55936,jemaine clement
1330356,james napier robertson
472112,george ovashvili
1052642,stéphane laporte
90709,brett gaylor
40644,chad stahelski
40684,david leitch
189271,alan white
939379,mike wallis
120688,yukio ninagawa
1167896,ned benson
932609,koji yamamura
110468,terry ingram
1209855,jeremiah birnbaum
1141683,theodore melfi
1284480,hubertus siegert
567202,flemming quist møller
1016134,martha stephens
55793,jeff chamberlain
229180,richard gray
120753,lynn shores
1400217,angela tucker
128294,nadezhda kosheverova
1210338,matti kuortti
27763,casper van dien
1024441,jerome sable
592318,stephen cone
445843,axelle ropert
19172,donald p. borchers
1314887,george hadden
965,fernando fernán gómez
1060633,jonathan holiff
444892,eskil vogt
1040466,ahmed imamović
1272324,pipilotti rist
1210470,don thacker
1119100,richard kern
1120660,jae-shik park
1085903,jason buxton
1299058,matty beckerman
1031151,vic savage
1348076,manuel de landa
84962,stiles white
1240791,alex holmes
225746,christian larson
189655,jim kaufman
57113,dan gilroy
1287822,nick read
125455,jenö koltai
550619,yoshimichi furukawa
125457,tibor hernádi
557372,turner clay
1265056,jorge r. gutierrez
63820,christian ditter
1255859,canyon prince
1326297,bradley king
66842,christophe offenstein
168442,peter lauer
1020087,cordell barker
591947,richard condie
168683,christopher smith
1156223,merete mueller
2036,alex garland
129678,will jason
1168560,seyyed reza mir-karimi
28267,wolfgang panzer
234817,shawn christensen
1172111,jerzy rose
1197210,david turner
1197211,lara zizic
583285,monty banks
931473,erik blomberg
27923,pen tennyson
1467269,benjamin fingerhut
1316819,ryan murdock
1270224,laurent witz
1270225,alexandre espigares
1286519,mark raso
94166,gordon wiles
550414,rose bosch
81397,rasmus a. sivertsen
129373,terry klassen
1216562,mark baldo
127759,phil mendez
233213,mauri kunnas
108097,larry latham
1323509,zak hilditch
210769,philipp kadelbach
1245632,catherine tatge
558860,david zellner
92409,richard holm
862,george c. scott
582264,jens sjögren
550526,jeff prosserman
1373405,elaine constantine
229246,jeff hare
18384,joel soisson
134705,guy magar
590989,ricardo larraín
39168,pierre gaspard-huit
1100,arnold schwarzenegger
560264,eduardo mignogna
15901,jonathan sanger
131096,dennis dimster
21002,david marconi
1034549,jean-henri roger
1248061,david munro
57363,colette burson
1183990,egidio coccimiglio
1285938,nicholas kalikow
125074,shin yeon-shick
57632,uberto pasolini
16040,bill brame
605443,shiro toyoda
108049,valeriya gay germanika
145833,marion gering
105477,bernard vorhaus
236861,james rabbitts
561061,neil nightingale
145169,martyn pick
45279,albert zugsmith
980200,mark mullin
63462,christopher duddy
1037977,timothy armstrong
87670,keith truesdell
21479,andrew stevens
31837,dane cook
71339,rick bieber
117486,james k. jones
21386,guy manos
11864,ryan phillippe
41587,armyan bernstein
90817,jeffrey gerritsen
44134,allan eastman
93078,kôhei oguri
142514,pavel bardin
1188218,krisztina deák
1273262,zaza urushadze
1302549,susanna fogel
929616,marina rice bader
239213,tai katô
1238131,amy schatz
106242,nick zedd
1123200,santiago álvarez
1084410,robert child
89575,marcos carnevale
147001,enzo d'alò
37597,charlie stratton
1265909,chelsea mcmullan
1338623,katarina peters
147540,jade castro
1086430,michael mayer
1167724,gary alazraki
126768,manuel carballo
1057496,sophie hyde
1114256,raúl fuentes
93592,jérôme deschamps
151175,pascal hérold
1051654,macha makeïeff
1174121,fabien garcia
124695,david jung
1255962,dimitar mitovski
51073,gustav ucicky
2895,emil jannings
1347153,isidor simkov
1211991,joel surnow
114454,bj davis
558678,giuseppe de liguoro
1174510,francesco bertolini
1174511,adolfo padovan
1171142,sean meredith
96983,jerry thorpe
41406,stuart margolin
232672,douglas schulze
1050751,luis trenker
1149217,stephan lacant
1666682,lina plioplyte
938248,adrian rudomin
938678,muscha
1114201,roberta findlay
225211,john dunson
225212,sean dunson
610747,prakash mehra
154631,noel nosseck
207494,arne feldhusen
1012319,giddens ko
135604,kathrine windfeld
1062347,frederikke aspöck
1190073,s.j. evans
55637,brian hooks
585784,brett pierce
585785,drew t. pierce
117841,kirsten johnson
17380,jay chou
1384678,chris tasara
939364,curt hahn
113507,harold clurman
82627,roy knyrim
14139,anthony b. richmond
1036084,omid nooshin
24577,lionel chetwynd
233343,tonino cervi
48276,giulio ricciarelli
77319,jacob cheung chi-leung
585040,hu mei
1186076,philippe lacheau
1067317,nicolas benamou
3905,william h. macy
228432,edward mchenry
228433,rory mchenry
591546,elias koskimies
125403,marcell jankovics
225306,jannik hastrup
102511,attila dargay
19942,ronit elkabetz
51084,shlomi elkabetz
12219,jon stewart
109829,nick rosen
1236560,michael kirk
1374315,isaac feder
23951,raffaele mertes
146413,danny mooney
212080,ruben alves
236644,augusto genina
1138632,timothy reckart
228278,seong-kang lee
583901,michel mardore
1267385,ray william johnson
142254,phil victor
120314,george white
40905,niki list
1149661,hernán goldfrid
115128,bo burnham
1057655,christopher storer
937659,judd ehrlich
1184706,anna odell
933308,damian nenow
152315,rich correll
126180,david alexanian
1203461,russ malkin
1276675,nancy florence savard
106327,stefano bessoni
1189506,peter glanz
1347527,laura nix
1347528,the yes men
1470933,steven williford
16852,karen leigh hopkins
1232064,casper kelly
112746,philippe caland
1059571,justin simien
74724,stian kristiansen
87926,michael john warren
111414,charles burmeister
89150,anurag singh
28672,kambuzia partovi
1581912,tom dolby
213665,tom williams
94208,vincent bal
149880,serge bozon
1195431,maxine trump
237715,geethu mohandas
933007,gary king
1148218,jesse quinones
1069788,andrew putschoegl
1115959,sean mullin
74887,christophe van rompaey
1491168,james payne
974548,juan bustillo oro
183541,neil jones
1174073,lancelot oduwa imasuen
995521,kristina buozyte
1158485,bruno samper
90206,dennison ramalho
137762,robert morgan
1024298,chris nash
1028445,hajime ohata
552561,sôichi umezawa
98104,julian barratt
1417220,jim hosking
1417218,robert boocheck
1263342,oliver hockenhull
1263359,mikki willis
88228,rocco devilliers
82169,geoffrey haley
96948,james bolton
52169,pieter kuijpers
89956,rasmus heide
73391,frédéric berthe
1184335,jean-marc rudnicki
77367,george bessudo
123970,gábor herendi
18090,axel sand
78336,nick vallelonga
1308004,orlando von einsiedel
230094,eben mcgarr
14054,philip d'antoni
16812,cyrill boss
135675,phillip stennert
1288707,zachary wigon
1154561,kevin kolsch
1290272,dennis widmyer
1117467,marek polgar
32513,hélène fillières
1124549,antti haikala
1140570,jérôme enrico
64205,alexandre arcady
568060,karin fahlén
590770,justin donnelly
110557,raymond jafelice
1265981,nagraj manjule
66250,james larkin
971550,irina poplavskaya
1014558,clare beavan
6844,dom deluise
1024227,jacob hatley
589740,sang-woo kim
92013,edward burtynsky
1133064,pascal lahmani
47826,alexandre astier
1178439,martin le gall
237066,didier le pêcheur
1397397,louis clichy
584806,lisa aschan
1306608,adam robitel
1115973,eric hurt
1285792,michael rossato-bennett
991853,david rodriguez
60663,ricky blitt
132360,wanuri kahiu
49828,christof wahl
239892,maria sole tognazzi
1198180,guilherme fiúza zenha
1139243,kim kwang-sik
92287,alex craig mann
24683,jacques weber
254222,robert hammer
169334,elise robertson
1163129,harold guskin
99362,craig shapiro
135931,brendan cowles
135932,shane kuhn
62209,michael philip
549035,aleksandr mitta
1113453,terracino
84829,will geiger
1056732,joe o'brien
530073,jose montesinos
1063051,leticia jorge
1149641,ana guevara
939147,yeon sang-ho
1153925,pawan kumar
120943,jacob young
583851,éléonore pourriat
1082911,paul sharits
79872,andrew kötting
1314929,tony shaff
220368,deborah perkin
934,russell crowe
239637,jérôme bonnell
1142992,antoine delesvaux
1322136,ron mann
1187344,boris kunz
1599534,thomas russell
930009,christina voros
961616,stevie long
1371187,des doyle
1066135,dom rotheroe
996681,tyron montgomery
590928,paul mcevoy
141744,jody shapiro
1390429,paul katis
235136,erez tadmor
235138,sharon maymon
1001384,onur tukel
145870,frank ross
1028011,rené cardona
1067301,michael cort
125978,natalia smirnoff
1181315,paul leyden
583175,jeong yong-ki
1297483,ben cookson
132308,jeff chan
1163048,manuel von stürler
85561,michael goguen
1144118,nadav schirman
1342445,keegan kuhn
1676969,kip andersen
1169736,rob bruce
1169955,scott gaffney
1169956,murray wais
1169957,steve winter
68616,david zieff
190300,ryan moore
938919,stuart simpson
183748,alexis kanner
531737,yoon seong-hyeon
1391793,erik wernquist
1076066,lowell dean
1267228,elliot goldner
1205467,mj dixon
1209675,jules bishop
222212,lola doillon
971123,ignatiy vishnevetsky
46599,nick redman
86519,kareem mortimer
143725,mikhail kozakov
123707,john geddes
1486390,justin timpane
120970,deborah stratman
190341,joe ahearne
1327125,j.m.r. luna
224443,léo lania
1357554,albrecht viktor blum
130050,colin theys
1129825,vasili pronin
121861,khwaja ahmad abbas
1578879,william vance
1065259,martín garrido
583399,ephraim kishon
220274,patrick meaney
240798,christina clausen
1287878,mami sunada
123909,antonio bido
56742,bruno corbucci
230668,luciano ercoli
1013895,corrado farina
100419,mario gariazzo
32495,sergio grieco
32670,enzo milioni
264596,roberto infascelli
1063830,chris brandt
37583,nino manfredi
103112,stelvio massi
237402,emilio miraglia
120189,enrico oldoini
45030,domenico paolella
106345,neri parenti
120271,leonardo pieraccioni
1074446,pier francesco pingitore
571152,maurizio pradeaux
5678,brunello rondi
31898,luciano salce
222778,vittorio salerno
39474,pasquale squitieri
32312,ugo tognazzi
69038,carlo vanzina
50778,giuseppe vari
31890,luigi zampa
1288729,tony mahony
1177381,linda yellen
76010,arie posin
100948,sergio bergonzelli
1099836,tommy avallone
1487896,joe medeiros
100664,charles f. haas
586136,greg carter
92712,paul fenech
88564,andreas johnsen
88566,ralf christensen
88567,henrik moltke
1267491,jasmine dellal
220702,owen harris
1327402,michael hurst
544034,antoine blossier
128594,simon nuchtern
98194,thomas kercmar
1148695,jochen taubert
440885,jérôme laperrousaz
1331991,justin reardon
103349,simon ellis
98149,toni naples
1168466,masayuki asao
158832,jonathan weiss
204549,ray austin
98842,brad sykes
66839,philippe lefebvre
52850,lina esco
997235,jeff newman
1097187,maximilian elfeldt
1199049,anthony silverston
1289604,ana lily amirpour
557603,ricardo trogi
218933,luk wyns
92317,spike brandt
23683,tony cervone
1288774,cary bell
120669,karl mueller
1090613,greg carson
1058278,grant munro
938768,evelyn lambart
1108581,leila djansi
81082,travis oates
198375,maury dexter
25141,paul seydor
88623,jim stenstrum
235432,kimo stamboel
1079305,josé val del omar
1400942,mairzee almas
139651,nick copus
166461,stephen williams
73383,frank van passel
588736,matt wolf
112593,gary binkow
1449451,anthony williams
64171,james hayman
941438,michael storey
1096336,dirk hagen
1328747,robert denny
583517,david dietl
1116303,shira potash
985904,angus maclachlan
123367,tuukka temonen
60046,tim garrick
139864,paul schibli
122029,christian camargo
131786,james bryan
83534,karl dipelino
1085841,arthur lipsett
110948,regina crosby
92591,peter sullivan
1149096,amos sefer
1026369,rene perez
150748,jerry p. jacobs
1075101,ana piterbarg
226622,chris metzler
928504,lev anderson
247612,robert conway
1128865,jesse wolf
152190,carol wiseman
992840,agustin
1336766,david campbell
138738,kaisa rastimo
138699,patxi amézcua
934032,m. blash
7319,nicholas smith
146215,jane simpson
1047497,christian bisceglia
1140975,ascanio malgarini
136096,dennis devine
1091549,ryan andrews
1055199,andrew okpeaha maclean
1216438,david storey
112833,david blair
1037308,rory kennedy
84977,dave marshall
1638353,phil robinson
103208,robert a. endelson
54874,joram lürsen
101104,eleanor lindo
1037667,leonid trauberg
35595,scott foley
85456,mahesh manjrekar
1220517,tristram shapeero
54781,allison burnett
146512,thanakorn pongsuwan
56097,alki david
1396219,inari niemi
1357749,juha lehtola
585035,óscar aibar
93004,tommi korpela
124285,hannu-pekka björkman
1380783,teemu kaskinen
102548,elina knihtilä
1256932,mark lwoff
124283,minna haapkylä
222478,leif lindblom
937311,jay cheel
